,target_sentence,postcontext,substitutions
507,PRICE Bitter melon was selling for 79 cents to $1.99 a pound last week.,"USES Bitter melons are used in many Asian cuisines, most prominently Indian, Chinese and Vietnamese.","{'melon': ['fruit 1', 'produce 1'], 'selling': ['advertise 1', 'distribute 1', 'go 4', 'market 1', 'offer 2', 'price 1', 'retail 1', 'sell 1'], 'cents': ['penny 2'], 'pound': ['gross 1', 'half kilo 1', 'measurement 1', 'unit 1'], 'last': ['former 1', 'in the past 1', 'in the previous 1', 'previous 1', 'prior 1', 'the past 1', 'the previous 2'], 'week': ['time 2', 'weekend 1']}"
508,I thought that my odds were better on the dance floor.,"Holding Amy in my arms as we ducked between the crush of dancers, I started to wonder if the chances of finding this vampire were even good enough to merit this.","{'thought': ['assume 1', 'believe 4', 'calculate 1', 'feel 2', 'perceive 1', 'suspect 1'], 'odds': ['chance 5', 'fortune 1', 'gamble 1', 'luck 1', 'probability 1'], 'better': ['big 1', 'great 3', 'high 1', 'improve 1', 'large 1', 'more attractive 1', 'more promising 1', 'superior 1'], 'dance': ['boogie 1', 'dancing 1', 'groove 2', 'jitterbug 1', 'jive 1', 'music 1', 'party 1', 'recreation 1'], 'floor': ['area 5', 'platform 1', 'stage 2']}"
509,"Suddenly, what looked like a little kid darted out of an alley and almost ran into me.","I almost tripped over him, and the stone went flying out of the pouch.","{'Suddenly': ['abruptly 3', 'all at once 1', 'all of a sudden 1', 'momentarily 1', 'quickly 2', 'spontaneously 1', 'then 1', 'unexpectedly 3', 'without warning 3'], 'looked': ['act 2', 'appear 3', 'behave 1', 'function 1', 'resemble 1', 'seem 5'], 'little': ['immature 1', 'small 5', 'teeny 1', 'tiny 2', 'ungrow 1', 'wee 1', 'young 3'], 'kid': ['child 6', 'lad 1', 'one 1', 'urchin 1', 'youngster 2', 'youth 2'], 'darted': ['bound 1', 'cast 1', 'come 1', 'dash 2', 'flash 1', 'gallop 1', 'hurry 1', 'race 1', 'run 4', 'rush 2', 'scramble 1', 'skitter 1', 'speed 1'], 'alley': ['alleyway 4', 'back road 1', 'back street 2', 'corridor 1', 'lane 2', 'passageway 1', 'path 2', 'side road 1'], 'almost': ['about 1', 'all but 1', 'barely 1', 'just about 2', 'near 1', 'nearly 6', 'practically 2'], 'ran': ['abscond 1', 'barrel 1', 'bolt 1', 'bounce 1', 'bound 1', 'bump 1', 'crash 1', 'escape 1', 'knock 1', 'push 1']}"
510,Child will go to the capital for the debut of the exhibit right after the Maine birthday bash.,"To see her kitchen -- and by extension, herself -- enshrined in the Smithsonian, she said, ""will be an odd feeling"" and no doubt bring back memories.","{'go': ['head 2', 'journey 2', 'proceed 1', 'progress 1', 'travel 5', 'traverse 1', 'visit 1'], 'capital': ['Capitol 1', 'capital city 1', 'city 3', ""nation 's capital 1""], 'debut': ['appearance 1', 'beginning 1', 'inauguration 1', 'introduction 3', 'launch 1', 'launching 1', 'opening 3', 'premiere 1', 'unveiling 2'], 'exhibit': ['arrangement 1', 'demonstration 1', 'design 1', 'display 4', 'exhibition 1', 'facsimile 1', 'model 1', 'show 1', 'showcase 1'], 'right': ['directly 2', 'immediately 4', 'instantly 1', 'presently 1', 'promptly 1', 'quickly 1', 'shortly 1', 'soon 1', 'without pause 1'], 'birthday': ['annual 1', 'birth anniversary 1', 'birth commemoration 1', 'celebration 2', 'party 1'], 'bash': ['celebration 3', 'feast 1', 'festivity 2', 'fete 1', 'occasion 1', 'party 6', 'spree 1']}"
511,"“We deal mostly in fairly mundane trades, but there are a few customers with more unusual needs and people willing to sell unusual items.","We’ve had genies, indentured sorcerers, even golems and the occasional elf.","{'deal': ['be involve with 1', 'negotiate 1', 'sell 1', 'trade 2', 'work 3'], 'mostly': ['chiefly 1', 'for the most part 1', 'frequently 1', 'largely 1', 'mainly 5', 'muchly 1', 'often 1', 'primarily 1', 'typically 1', 'usually 2'], 'fairly': ['commonly 1', 'honestly 1', 'justly 1', 'rather 2', 'somewhat 2'], 'mundane': ['boring 2', 'common 1', 'normal 1', 'ordinary 3', 'run of the mill 1', 'slow 1', 'worldly 1'], 'trades': ['barter 1', 'contract 1', 'deal 2', 'dealing 1', 'exchange 2', 'item 1', 'job 1', 'market 1', 'skill 1', 'swap 1'], 'few': ['couple 2', 'little 1', 'number 1', 'number of 1', 'small number of 1'], 'customers': ['buyer 5', 'client 4', 'consumer 1', 'patron 1', 'people 1', 'shopper 1'], 'more': ['additional 1', 'extra 1', 'further 1', 'great 2', 'highly 1', 'numerous 1', 'rather 1', 'various 1', 'very 1'], 'unusual': ['different 1', 'exotic 1', 'odd 2', 'rare 1', 'strange 2', 'uncommon 1', 'unique 1', 'weird 2'], 'needs': ['demand 1', 'desire 2', 'requirement 3', 'taste 2', 'want 2', 'wish 1'], 'people': ['folk 1', 'individual 3', 'merchant 1', 'person 1', 'those 1'], 'willing': ['eager 1', 'jump 1', 'prepare 1', 'ready 3', 'want 3'], 'sell': ['display 1', 'negotiate 1', 'offer 3', 'retail 1', 'swap 1', 'trade 2', 'unlade 1'], 'items': ['article 1', 'merchandise 1', 'object 1', 'piece 3', 'thing 3', 'ware 1']}"
512,I had an urge to cover Amy’s eyes.,“It’s been years since I’ve seen you.,"{'urge': ['appetite 1', 'desire 2', 'drive 1', 'feeling 1', 'impulse 2', 'need 1', 'want 1'], 'cover': ['blind 1', 'close 2', 'conceal 2', 'protect 1', 'shield 1', 'veil 1'], 'eyes': ['face 3', 'peeper 1', 'pupil 1', 'vision 1']}"
513,I couldn’t move.,"“Name me,” she said.","{'move': ['badge 1', 'become unfreeze 1', 'budge 2', 'escape 1', 'motion 1', 'react 1', 'sway 1', 'wiggle 1']}"
514,None came.,"Early in the flight, the crew had inserted a plug of uranium into the 9,000-pound bomb, nicknamed ""Little Boy.","{'None': ['no fire 1', 'nothing 4', 'zero 1'], 'came': ['arrive 4', 'happen 2', 'occur 1', 'respond 1']}"
515,"“What is your name, anyway?”",“That’s a question you learn not to ask here.,"{'name': ['first name 1', 'moniker 2', 'title 1'], 'anyway': ['also 1', 'anyhow 1', 'by the way 1', 'either way 1', 'even 1', 'in any case 1', 'may i ask 1']}"
516,"I noticed that there were some people on the street, people the same color as the soiled buildings.",Someone standing just in the lip of an alley glared at me with gleaming eyes.,"{'noticed': ['observe 1', 'realize 1', 'see 6', 'view 1'], 'people': ['human 1', 'individual 2', 'man 1', 'person 2'], 'street': ['avenue 1', 'block 1', 'pavement 1', 'road 4', 'sidewalk 2', 'walk 1'], 'same': ['exact 1', 'shade 1', 'similar 2', 'tone 1'], 'color': ['cast 1', 'hue 4', 'shade 3', 'tinge 1', 'tint 2', 'tone 1'], 'soiled': ['begrime 1', 'dirty 5', 'discolor 1', 'fade 1', 'filthy 1', 'spatter 1'], 'buildings': ['architecture 1', 'residence 1', 'store 2', 'structure 2', 'unit 1']}"
517,Now: may we ask you a few questions about an individual we believe to be a vampire?,Now: may we ask you a few questions about an individual we believe to be a vampire?,"{'Now': ['currently 1', 'move ahead 1', 'now then 1', 'ok 1', 'okay 1', 'okay then 1', 'so then 1', 'tell us 1'], 'ask': ['address 1', 'inquire 3', 'pose to 1', 'propose 1', 'refer 1', 'request of 1', 'solicit 1', 'submit 1'], 'few': ['couple 4', 'little 1', 'several 1'], 'questions': ['concern 1', 'detail 1', 'inquiry 3', 'probe 1', 'query 1', 'sentence 1', 'thing 2', 'word 1'], 'individual': ['associate 1', 'creature 1', 'person 3'], 'believe': ['assume 1', 'expect 1', 'faith 1', 'imagine 1', 'think 4', 'trust 1'], 'vampire': ['Dracula 1', 'Dracula type 1', 'beast 1', 'blood sucker 1', 'bloodsucker 1', 'brute 1', 'fiend 1', 'goblin 2', 'hellion 1', 'monster 1', 'spirit 1']}"
518,"I do not claim ours was a perfect affair, only a wonderful one.","""Tasha --""","{'claim': ['allege 1', 'argue 1', 'assert 1', 'imply 2', 'insist 1', 'let on 1', 'maintain 1', 'mean 1', 'pretend 2', 'profess 1', 'say 2', 'state 1', 'swear 1'], 'perfect': ['certain 1', 'faultless 1', 'flawless 4', 'ideal 1', 'optimal 1', 'spotless 1', 'ultimate 1', 'unblemished 1', 'unmar 1', 'untarnished 1'], 'affair': ['carrying on 1', 'coupling 1', 'entanglement 1', 'event 1', 'fling 3', 'liaison 1', 'pair 1', 'relationship 4', 'romance 2', 'romantic interlude 1', 'thing 1', 'tryst 1'], 'only': ['but 2', 'just 5', 'merely 3', 'simply 3', 'solely 1'], 'wonderful': ['beautiful 2', 'excellent 1', 'fantastic 3', 'great 4', 'lovely 1', 'marvelous 2', 'meaningful 1', 'miraculous 2', 'splendid 1', 'terrific 2', 'unique 1']}"
519,Tibbets and his crew had exactly 43 seconds to get away before the bomb exploded.,"The Enola Gay climbed, and Tibbets fought to turn the plane in the air-bending, 155-degree the crews had been practicing off Tinian for months.","{'crew': ['flight crew 1', 'group 1', 'man 3', 'squad 1', 'staff 1', 'team 3'], 'exactly': ['expressly 1', 'just 1', 'only 1', 'precisely 5', 'specifically 1'], 'seconds': ['mere moment 1', 'minute segment 1', ""second ' time 1""], 'get': ['bolt 1', 'break 1', 'fly 2', 'go 1', 'hurry 2', 'maneuver 1', 'move 4', 'pull 1', 'run 2'], 'away': ['afar 1', 'beyond 1', 'distance 1', 'distant 1', 'elsewhere 1', 'far 2', 'out 3', 'out of the way 1', 'past 1', 'somewhere else 1'], 'bomb': ['blast 1', 'bombshell 1', 'charge 1', 'device 2', 'incendiary device 1', 'missile 2', 'nuke 1', 'torpedo 1', 'weapon 2'], 'exploded': ['blast 2', 'blow 1', 'blow up 2', 'burst 1', 'detonate 2', 'discharge 1', 'erupt 2', 'go off 2', 'trigger 1']}"
520,Other works also have been exceeding price estimates.,"In part, prices reflect development of a market structure based on such variables as the number of prints.","{'Other': ['additional 1', 'alternative 1', 'different 4', 'many 2', 'more 1', 'some 1', 'various 1'], 'works': ['creation 1', 'item 1', 'object 1', 'piece 4', 'print 1', 'product 1', 'production 1', 'project 1'], 'also': ['additionally 2', 'alike 1', 'as well 3', 'likewise 1', 'too 3'], 'exceeding': ['beat 1', 'go beyond 1', 'outdo 1', 'outstrip 1', 'overcome 1', 'overshoot 1', 'pass 1', 'rise 1', 'surpass 2', 'transcend 1'], 'price': ['amount 1', 'cost 4', 'expense 1', 'figure 1', 'premium 1', 'value 2'], 'estimates': ['appraisal 1', 'approximation 1', 'assessment 1', 'calculation 1', 'estimation 1', 'evaluation 1', 'forecast 1', 'guess 1', 'measure 1', 'prediction 1', 'projection 1', 'rating 1', 'valuation 1']}"
521,"They want to terrify the press and in particular El Espectador because it has always been a torchbearer in this war.""","This comes from a man whose brother, Guillermo, was murdered in 1986.","{'want': ['aspire 1', 'crave 1', 'desire 4', 'hope 1', 'prefer 1', 'vie 1', 'wish 6'], 'terrify': ['alarm 2', 'appall 1', 'dismay 1', 'frighten 3', 'horrify 3', 'intimidate 2', 'scare 3', 'shock 2'], 'press': ['interviewer 1', 'journalist 2', 'medium 4', 'news 1', 'newspeople 1', 'reporter 3'], 'particular': ['especially 1', 'specific 2'], 'always': ['consistently 3', 'continuously 3', 'everlastingly 1', 'forever 1', 'generally 1', 'invariably 2', 'long 1', 'regularly 1', 'routinely 1', 'typically 1', 'usually 1'], 'torchbearer': ['adversary 1', 'leader 2'], 'war': ['armed conflict 1', 'battle 4', 'conflagration 1', 'conflict 3', 'contest 1', 'fight 2', 'fighting 1', 'struggle 2', 'warfare 1']}"
522,It was a black baseball cap that read “Dead Can Dance” in gold across the front.,“Dead Can Dance”,"{'black': ['charcoal 1', 'dark 5', 'dark colored 1', 'ebony 1', 'jet 1', 'jet black 1'], 'baseball': ['athletic 1', 'ball 4', 'fitted 1', 'softball 1', 'sport 2'], 'cap': ['beret 1', 'chapeau 1', 'hat 6'], 'read': ['declare 1', 'have 1', 'say 5', 'spell 1', 'state 1'], 'Dance': ['boogie 2', 'jitterbug 1', 'move 1', 'party 1', 'shake 2'], 'gold': ['amber 2', 'golden color 1', 'metallic writing 1', 'yellow 4'], 'front': ['face 1', 'forehead 1', 'front side 1', 'surface 1', 'top 2']}"
523,Energy Secretary Bill Richardson went to Baghdad in 1995 while a representative for New Mexico.,,"{'went': ['come 1', 'depart 1', 'journey 2', 'travel 5', 'visit 2'], 'representative': ['ambassador 1', 'congressman 5', 'elect official 1', 'emissary 1', 'envoy 1', 'legislator 2']}"
524,"Madame Entera took me back up to the stone’s room, where Nepthys was waiting by the door.","“Be careful you don’t let him touch it until you’re ready to use it,” the woman admonished Nepthys as she slipped the stone into a grey cloth pouch and handed it to him.","{'took': ['bring 2', 'escort 1', 'get 1', 'grab 1', 'lead 2', 'seize 1'], 'back': ['again 3', 'anew 1', 'around 2', 'backward 1', 'backwards 1', 'behind 1', 'further 1', 'in reverse 1', 'once more 1', 'round 1'], 'stone': [""amulet 's 1"", 'rock 4'], 'room': ['area 3', 'chamber 1', 'den 1', 'elbowroom 1', 'expanse 1', 'leeway 1', 'place 3', 'quarter 1', 'shelter 1', 'space 1', 'sway 1'], 'waiting': ['present 1', 'sit 1', 'stand 4', 'stay 1'], 'door': ['entrance 4', 'entry 2', 'gate 1']}"
525,Her glowering expression completed the imposing effect.,"She picked imaginary flecks off her stark gray jumpsuit, and snorted.","{'glowering': ['angry 3', 'blaze 1', 'brood 2', 'challenging 1', 'daunting 2', 'disapprove 1', 'disgusted 1', 'dour 1', 'forbidding 3', 'forebode 1', 'foreboding 1', 'frightening 1', 'frown 2', 'furious 1', 'glaring 4', 'grumble 1', 'imposing 1', 'intimidating 1', 'mean 1', 'menace 6', 'ominous 1', 'oppressive 1', 'piercing 2', 'rageful 1', 'scowl 5', 'snarl 1', 'stern 3', 'sulk 1', 'terrifying 1', 'threatening 4', 'unhappy 1', 'vibrate 1'], 'expression': ['air 1', 'appearance 4', 'attitude 1', 'countenance 5', 'demeanor 1', 'eye 1', 'facade 1', 'face 8', 'feature 2', 'form 1', 'gawk 1', 'gaze 1', 'glare 1', 'impression 1', 'intonation 1', 'lip 1', 'look 9', 'mask 1', 'pose 1', 'presence 1', 'semblance 1', 'stare 1', 'visage 1'], 'completed': ['accomplish 4', 'achieve 5', 'add to 1', 'attain 1', 'cap 2', 'compliment 1', 'conclude 1', 'crown 1', 'culminate 1', 'deliver 1', 'effectuate 1', 'end 1', 'finalize 5', 'finish 9', 'fulfill 2', 'make whole 1', 'perfect 1', 'realize 1', 'seal 1', 'top 1'], 'imposing': ['appoint 1', 'arresting 2', 'burden 1', 'charge 1', 'commanding 5', 'compel 1', 'compelling 3', 'condescending 1', 'daunting 3', 'desire 1', 'dramatic 1', 'enforce 1', 'entice 1', 'established 1', 'fearsome 1', 'forceful 1', 'formidable 1', 'frightening 1', 'frightful 1', 'gouging 1', 'imperative 1', 'imperious 2', 'impressive 3', 'inflict 2', 'infringe 1', 'intimidating 6', 'introduce 1', 'loom 1', 'menace 1', 'overpowering 1', 'ponder 1', 'result 1', 'scary 2', 'striking 3', 'threaten 1', 'threatening 1'], 'effect': ['appearance 2', 'cause 1', 'conclusion 2', 'emotion 1', 'finale 1', 'finish 1', 'happening 1', 'illusion 1', 'impression 2', 'look 2', 'outcome 3', 'perception 1', 'result 6', 'return 1', 'scene 1', 'sense 1']}"
526,"The Food and Agriculture Organization of the United Nations reports that 47 percent to 50 percent of stocks are ""fully exploited,"" meaning that catches have either reached or are close to maximum limits.","Another 15 percent to 18 percent are ""overexploited,"" and 9 percent to 10 percent have been ""depleted or are recovering from depletion.""","{'reports': ['announce 1', 'declare 1', 'explain 1', 'inform 1', 'note 1', 'proclaim 1', 'remark 1', 'say 1', 'state 4'], 'percent': ['of one hundred 1', 'percentage 1', 'percentile 1', 'proportion 1'], 'stocks': ['fish number 1', 'fishery 1', 'inventory 1', 'reserve 1', 'supply 2'], 'fully': ['completely 5', 'entirely 1', 'overly 1', 'totally 3', 'wholly 1'], 'exploited': ['abused 1', 'deplete 1', 'flaunt 1', 'use 1', 'use up 1', 'utilize 1'], 'meaning': ['convey 2', 'denote 1', 'explain 1', 'imply 1', 'indicate 2', 'signify 1', 'so 1', 'suggest 1', 'translate 1', 'which mean 1'], 'catches': ['fisher 1', 'harvest 1', 'hook 1', 'intake 1', 'quantity 1'], 'reached': ['arrive 1', 'arrive at 1', 'exceed 1', 'hit 1', 'make it 1', 'meet 1'], 'close': ['advance 1', 'imminent 1', 'near 5', 'nearly 1', 'next 1', 'progress 1'], 'maximum': ['full 1', 'high 2', 'large 1', 'top 1', 'upper 2', 'utmost 1'], 'limits': ['amount 2', 'capacity 1', 'level 1', 'limitation 1', 'quantity 1', 'threshold 1']}"
527,We entered.,"The room held a bed, a bookcase, and a desk with one chair.","{'entered': ['come in 1', 'go 1', 'go in 3', 'move in 1', 'proceed 2']}"
528,“The only place with any significant interaction between our worlds is on the fringes of yours.,“The only place with any significant interaction between our worlds is on the fringes of yours.,"{'only': ['one 1', 'single 1', 'sole 3'], 'place': ['area 3', 'location 4', 'setting 1', 'space 1', 'spot 2'], 'significant': ['appreciable 1', 'important 2', 'major 2', 'notable 1'], 'interaction': ['action 1', 'commune 1', 'communication 2', 'contact 1', 'exchange 1', 'intercommunication 1', 'intermingle 1', 'interplay 1', 'mix 1'], 'worlds': ['culture 1', 'life 1', 'planet 1', 'realm 1', 'society 2'], 'fringes': ['corner 1', 'edge 5', 'verge 1'], 'yours': ['human 1', 'your own 1', 'your world 1']}"
529,Sonoma duck breast a la Julia Child with crispy pancetta and sweet summer onions and naturally enriched duck sauce,"Six-layer pecan marjolaine with Julia's coffee chocolate mousse, cocoa meringue, pecan crust and citrus sorbet","{'duck': ['Chinese 1', 'poultry 1'], 'breast': ['bird breast 1', 'chest 1', 'meat 2', 'white meat 1'], 'crispy': ['crisp 1', 'crisp textured 1', 'crumbly 1', 'crunchy 5', 'flaky 1', 'hard 1'], 'pancetta': ['Italian bacon 1', 'Italian spice bacon 1', 'bacon 2', 'meat 1', 'pork 2'], 'sweet': ['delectable 1', 'mild 1', 'satisfy 1', 'sugary 3', 'sweet taste 1', 'tasty 1'], 'summer': ['seasonal 2', 'summer season 1', 'summertime 1', 'summery 1', 'warm weather 1'], 'onions': ['leek 1', 'root 1', 'shallot 1', 'vegetable 1'], 'naturally': ['genuinely 1', 'non artificially 1', 'non chemically 1', 'non synthetically 1', 'organically 2', 'regularly 1'], 'enriched': ['augmented 1', 'enhanced 4', 'flavor 1', 'infuse 1'], 'sauce': ['condiment 1', 'dip 1', 'gravy 3', 'sauce 1', 'spread 1', 'top 3']}"
530,T-shirts hanging on the wall are inscribed with the scores of each of the Tigers' five defeats.,"""We see that crimson (from the Alabama loss) every day,"" tight end Lorenzo Diamond said, ""and that's a big motivational factor for us.","{'shirts': ['blouse 1', 'jersey 2', 'polo 1', 'top 1'], 'hanging': ['attach 1', 'cling 1', 'dangle 2', 'display 2', 'fasten 2', 'flow 1', 'hang 1', 'post 1', 'suspend 1'], 'wall': ['panel 1', 'paneling 1', 'side 1'], 'inscribed': ['decorate 1', 'engrave 1', 'etch 1', 'imprint 1', 'mark 1', 'print 2', 'scribe 1', 'write 5'], 'scores': ['count 1', 'outcome 1', 'ranking 1', 'result 3', 'score result 1', 'tally 2', 'total 1'], 'defeats': ['blunder 1', 'downfall 1', 'embarrassment 1', 'failure 1', 'loss 6', 'outmaneuver 1', 'upset 1']}"
531,"The schedule Child and her assistant of 14 years, former pastry chef Stephanie Hersh, have laid out is not exactly a senior-citizen routine, even though Child has always been candid about her age and realistic in assessing her own capabilities.","When the Pasadena native moved back to California from her long-time home in the Boston area last year, she also made the move from a condominium she and her late husband, Paul, had purchased many years ago to a progressive retirement home.","{'schedule': ['agenda 1', 'calendar 1', 'itinerary 2', 'plan 3', 'routine 1', 'time table 1'], 'assistant': ['aide 3', 'associate 1', 'attendant 1', 'employee 1', 'help mate 1', 'helper 3', 'partner 1', 'subordinate 1'], 'years': ['age 1', 'annual period 1', 'interval 1', 'period 1', 'season 1', 'term 1', 'year long period 1'], 'former': ['before 1', 'ex 1', 'first 1', 'last 1', 'one time 1', 'onetime 1', 'original 1', 'past 1', 'previous 4', 'prior 1'], 'pastry': ['bake 1', 'cake make 1', 'dessert 1', 'dough 1', 'pastry make 1', 'pasty 1', 'pie 1'], 'chef': ['baker 1', 'cook 3', 'culinary artist 1', 'master 1', 'professional 1'], 'laid': ['establish 1', 'plan 4', 'put 1', 'set 1'], 'exactly': ['actually 1', 'call 1', 'certainly 1', 'expressly 1', 'identical to 1', 'precisely 1', 'quite 1', 'really 3', 'simply 1'], 'senior': ['age 1', 'ancient 1', 'elderly 1', 'old 3', 'retiree 1'], 'citizen': ['person 1'], 'routine': ['course 1', 'daily habit 1', 'grind 1', 'plan 1', 'regimen 2', 'schedule 2', 'standard 1', 'usual plan 1'], 'even': ['still 2'], 'always': ['consistently 2', 'constantly 2', 'ever 2', 'forever 2', 'typically 1', 'ultimately 1', 'usually 1'], 'candid': ['frank 3', 'honest 2', 'open 4', 'transparent 1', 'unguarded 1'], 'age': ['age status 1', 'aging 1', 'phase 1', 'seniority 1', 'year 2', 'year old 1'], 'realistic': ['down to earth 2', 'feasible 1', 'logical 1', 'practical 2', 'pragmatic 1', 'reasonable 1', 'sensible 1', 'straightforward 1', 'true 1', 'unassuming 1'], 'assessing': ['acquire 1', 'analyze 1', 'calculate 1', 'evaluate 2', 'gauge 1', 'judge 1', 'know 1', 'realize 1', 'recognize 1', 'score 1', 'understand 1'], 'own': ['individual 2', 'own 1', 'personal 4', 'self 1'], 'capabilities': ['ability 4', 'capacity 1', 'competence 1', 'limit 2', 'limitation 1', 'power 1', 'skill 1', 'talent 1']}"
